name,developers,publishers,appid,type,price,positive-ratings,negative-ratings,release-date,genres,tags,platforms
"AUDICA - Bex - ""Avalanche""","['Harmonix Music Systems, Inc']",,1262302,dlc,$0.00,0,0,"May 11, 2020","['Action', 'Indie']",,['windows']
"AUDICA - Party Bois - ""Girls Be Dancing ""","['Harmonix Music Systems, Inc']",,1262303,dlc,$0.00,0,0,"May 11, 2020","['Action', 'Indie']",,['windows']
"AUDICA - Hausman & Jenni Rudolph ft. Lys - ""Long Run""","['Harmonix Music Systems, Inc']",,1262304,dlc,$0.00,0,0,"May 11, 2020","['Action', 'Indie']",,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Advanced Medicine Set 3,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262340,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Dragon Incense Set 1,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262341,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Dragon Incense Set 2,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262342,dlc,$4.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Droplet Set 1,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262343,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Droplet Set 2,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262344,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Droplet Set 3,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262345,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Droplet Set 4,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262346,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Droplet Set 5,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262347,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Monster Ingredients Set 1,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262348,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Monster Ingredients Set 2,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262349,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
SIGNALIS,['rose-engine'],"['Humble Games', 'PLAYISM']",1262350,game,$19.99,25128,833,"Oct 27, 2022","['Action', 'Adventure', 'Indie']","Survival Horror, Psychological Horror, Female Protagonist, Sci-fi, Atmospheric, Lovecraftian, Dark, Mystery, Singleplayer, Dystopian , LGBTQ+, Cyberpunk, Puzzle, Violent, Action, Adventure, Cinematic, Shooter, Action-Adventure, Third-Person Shooter",['windows']
The Legend of Heroes: Trails of Cold Steel III  - Monster Ingredients Set 3,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262370,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Sepith Set 1,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262371,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Sepith Set 2,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262372,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Shining Pom Droplet Set 1,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262373,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Shining Pom Droplet Set 2,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262374,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Shining Pom Droplet Set 3,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262375,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Shining Pom Droplet Set 4,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262376,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
"The Legend of Heroes: Trails of Cold Steel III  - Juna's ""Lloyd Bannings"" Costume","['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1261716,dlc,$0.00,0,0,"Mar 23, 2020",['RPG'],,['windows']
"The Legend of Heroes: Trails of Cold Steel III  - Rean's ""Unspeakable"" Costume","['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1261717,dlc,$0.00,0,0,"Mar 23, 2020",['RPG'],,['windows']
Fantasy Grounds - Starfinder RPG - Dawn of Flame AP 6: Assault on the Crucible,"['SmiteWorks USA, LLC']",,1261720,dlc,$22.99,0,0,"Jul 21, 2020","['Indie', 'RPG', 'Strategy']",,"['windows', 'mac']"
Em-A-Zurvival,['Yobob'],['Yobob Games'],1261750,game,$3.99,18,1,"Apr 7, 2020","['Adventure', 'Casual', 'Indie']","Zombies, Multiple Endings, Horror, Puzzle, Thriller, Survival, Dark, Survival Horror, Mature, Investigation, Post-apocalyptic, Adventure, Mystery, Exploration, Story Rich, Walking Simulator, Psychological, Crafting, Pixel Graphics, Indie",['windows']
Democratic Socialism Simulator,['Molleindustria'],['Molleindustria'],1261760,game,$2.99,105,8,"Mar 19, 2020","['Casual', 'Indie', 'Simulation']","Casual, Indie, Simulation, Political, Political Sim, Cute","['windows', 'mac', 'linux']"
Fairmoon Museum,['Barky Seal Games'],['Barky Seal Games'],1261770,game,$0.00,0,0,Coming Soon,"['Casual', 'Indie', 'RPG', 'Simulation']",,['windows']
The Astro Parcel Service Demo,"[""Vixen's Ludum""]","[""Vixen's Ludum""]",1261810,demo,$0.00,0,0,"Mar 14, 2020","['Action', 'Indie']",,"['windows', 'mac']"
Kernmantle,['North of Earth'],['North of Earth'],1261820,game,$9.99,6,0,"Oct 4, 2020","['Adventure', 'Indie']","Indie, Adventure, Controller, Physics, 2D, Funny, Atmospheric, Singleplayer, 2.5D",['windows']
Journey of Greed - Female Skin Pack,['Dird Games'],['X.D. Network Inc.'],1261840,dlc,$2.99,0,0,"Mar 10, 2020","['Indie', 'Strategy']",,"['windows', 'mac']"
TINY METAL: Will of the Shogun,"['AREA 35, Inc.']","['AREA 34, Inc.']",1261860,dlc,$3.99,0,0,"Mar 12, 2020","['Indie', 'Simulation', 'Strategy']",,['windows']
TINY METAL: Caesar's Rescue,"['AREA 35, Inc.']","['AREA 34, Inc.']",1261861,dlc,$0.00,0,0,"Mar 12, 2020","['Indie', 'Simulation', 'Strategy']",,['windows']
Education,['Tonguç Bodur'],['Tonguç Bodur'],1261880,game,$1.99,69,40,"Apr 23, 2020",['Adventure'],"Adventure, Horror, Puzzle, Gore, First-Person, Violent, Exploration, Nudity, Atmospheric, Dark, Mystery, Psychological Horror, Narration, Singleplayer, Short, Indie, Walking Simulator, Hidden Object, 3D, Realistic",['windows']
Sunrise 7,['Ryan Wheeler'],['Ryan Wheeler'],1261900,game,$4.99,5,1,"Mar 27, 2020","['Action', 'Adventure', 'Indie']","Indie, Action, Adventure, 2D, Fast-Paced, Great Soundtrack, Singleplayer, Bullet Hell, 2D Platformer","['windows', 'mac']"
911FR: Highway Patrol,['SKYSTATION.RED'],['SKYSTATION.RED'],1261930,dlc,$0.00,0,0,Coming Soon,"['Action', 'Indie', 'Simulation']",,['windows']
STRIKERS 1945,"['CITY CONNECTION', 'Zerodiv']",['CITY CONNECTION'],1261960,game,$9.99,172,16,"Apr 30, 2020",['Action'],"Action, Shoot 'Em Up, Arcade, Bullet Hell, 2D, Pixel Graphics",['windows']
GUNBIRD,"['CITY CONNECTION', 'Zerodiv']",['CITY CONNECTION'],1261970,game,$9.99,98,4,"May 10, 2020",['Action'],"Action, Shoot 'Em Up, Arcade, Shooter, 2D, Pixel Graphics, Classic, Anime, Bullet Hell",['windows']
Samurai Aces,"['CITY CONNECTION', 'Zerodiv']",['CITY CONNECTION'],1261980,game,$9.99,46,3,"May 20, 2020",['Action'],"Action, Shoot 'Em Up, Arcade, Shooter, Pixel Graphics, Ninja, Retro, Anime",['windows']
Horse Racing Rally,['Enaayah Software Development and Services Private Limited'],['Enaayah Software Development and Services Private Limited'],1261990,game,$0.99,24,16,"Mar 18, 2020",['Racing'],"Racing, Sports, Action, Indie, Simulation","['windows', 'mac', 'linux']"
Neon Abyss - Lovable Rogues Pack,['Veewo Games'],['Team17'],1262000,dlc,$1.99,0,0,"Jul 22, 2020","['Action', 'Adventure', 'Indie']",,['windows']
Super Mombo Quest,['Orube Game Studio'],['Orube Game Studio'],1262040,game,$19.99,701,20,"Nov 3, 2021","['Action', 'Adventure', 'Indie']","Adventure, Action, Indie, Metroidvania, Precision Platformer, Arcade, Action-Adventure, Platformer, 2D Platformer, 2D, Pixel Graphics, Colorful, Funny, Fantasy, Retro, Singleplayer, Multiple Endings, Cute",['windows']
Battle Ram,['Runic Rise Games'],['Runic Rise Games'],1262060,game,$29.99,279,38,"Jan 5, 2023","['Action', 'Adventure', 'Simulation', 'Sports']","Spectacle fighter, Bullet Hell, Robots, Perma Death, Difficult, Cute, Top-Down, Action, Simulation, Colorful, Hand-drawn, Stylized, Casual, Atmospheric, Soundtrack, Adventure, Indie, 2D, Addictive, Great Soundtrack","['windows', 'linux']"
Arc Defence,['SWS TEAM'],['SWS TEAM'],1262070,game,$2.99,4,2,"Jun 25, 2020","['Indie', 'Strategy']","Strategy, Indie, Tower Defense, Top-Down, 2D, War, Building, Real-Time, Singleplayer, Wargame, Space","['windows', 'mac', 'linux']"
Black blood,['Arcane Games'],['Arcane Games'],1262080,game,$4.99,14,10,"Mar 21, 2020",['Action'],"Tower Defense, Top-Down, Combat, Strategy, Shooter, Aliens, Robots, Gun Customization, Resource Management, Building, Survival, Fantasy, Action, Great Soundtrack, Indie, Difficult, Singleplayer, Casual, Retro, Twin Stick Shooter",['windows']
Utopia Syndrome Demo,['Utopia Games'],['Utopia Games'],1261330,demo,$0.00,0,0,"Apr 23, 2020","['Adventure', 'Indie']",,['windows']
Fractured Core Demo,['Engram Interactive'],['Engram Interactive'],1261350,demo,$0.00,0,0,"Jun 15, 2021","['Indie', 'RPG']",,['windows']
Anitons,['CrazyGoat Games'],,1261360,game,$0.00,0,0,Coming Soon,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",,['windows']
WILDLANDS,['Ahsen Games'],['Ahsen Games'],1261370,game,$0.00,0,0,Coming Soon,"['Action', 'Adventure', 'Indie']",,['windows']
SUPERHOT: MIND CONTROL DELETE Soundtrack,['SUPERHOT Team'],['SUPERHOT Team'],1261380,music,$0.00,0,0,"Jul 16, 2020","['Action', 'Indie']",,"['windows', 'mac', 'linux']"
Crown of the Empire Around the World,['Toyman'],['8 Floor Games'],1261390,game,$0.74,8,2,"Oct 23, 2020","['Casual', 'Strategy']","Casual, Strategy, Arcade, Management, Building, City Builder, 2D, Top-Down, Isometric, Cute, Third Person, Hand-drawn, Time Manipulation, Multiple Endings, Resource Management, Singleplayer",['windows']
Nehrim: At Fate's Edge Soundtrack Vol. 2,"['SureAI', 'Lukas Deuschel']",['SureAI'],1261420,music,$6.99,0,0,"Mar 17, 2020",[],,"['windows', 'mac', 'linux']"
Kandria,['Shirakumo Games'],['Shirakumo Games'],1261430,game,$9.99,102,4,"Jan 11, 2023","['Action', 'Adventure', 'Indie', 'RPG']","2D Platformer, Exploration, Female Protagonist, Hack and Slash, Open World, Pixel Graphics, Precision Platformer, Story Rich, Atmospheric, Post-apocalyptic, Action RPG, Platformer, Anime, Sci-fi, Action-Adventure, Singleplayer, RPG, Adventure, Action, Side Scroller","['windows', 'linux']"
Infini Soundtrack,"['Barnaque', 'Roche Ovale']",['Nakana.io'],1261460,music,$6.99,0,0,"Mar 19, 2020",[],,"['windows', 'mac', 'linux']"
Cork The Volcano,['Digital Dream Labs'],['Digital Dream Labs'],1261490,game,$8.99,1,0,"Mar 31, 2020",['Strategy'],"Strategy, Puzzle, Programming, Cartoony, Indie, Education, Colorful, Puzzle-Platformer","['windows', 'mac']"
Shoot Them 2 - Extra,['Cтрельба'],,1261510,dlc,$1.99,0,0,"Apr 6, 2020","['Action', 'Indie']",,['windows']
Asterix & Obelix XXL: Romastered,['OSome Studio'],['Microids'],1261520,game,$19.99,608,179,"Oct 22, 2020","['Action', 'Adventure']","Action, Adventure, Third Person, Singleplayer, Combat, 3D Platformer, Action-Adventure, Cartoony, 3D, Colorful, Character Customization, PvE, Score Attack, Beat 'em up, Controller, Comic Book, Comedy, Remake, Platformer, Psychological Horror","['windows', 'mac']"
Ponpu,['Purple Tree Studio'],['Silver Lining Interactive'],1261530,game,$14.99,46,16,"Dec 2, 2020","['Action', 'Indie']","Fast-Paced, Party, Party Game, Action, Top-Down, Funny, Local Multiplayer, Combat, Stylized, Arcade, Multiplayer, PvP, Casual, Singleplayer, Indie, Retro, 4 Player Local, Cartoony, Colorful, Character Action Game",['windows']
Talisman Character - Swordsman,['Nomad Games'],['Nomad Games'],1261540,dlc,$0.99,0,0,"May 7, 2020","['Indie', 'RPG', 'Strategy']",,"['windows', 'mac']"
Talisman Character - Ranger,['Nomad Games'],['Nomad Games'],1261541,dlc,$0.99,0,0,"May 7, 2020","['Indie', 'RPG', 'Strategy']",,"['windows', 'mac']"
Talisman Character - Witch Hunter,['Nomad Games'],['Nomad Games'],1261542,dlc,$0.99,0,0,"May 7, 2020","['Indie', 'RPG', 'Strategy']",,"['windows', 'mac']"
Victim Cache the RPG Soundtrack,['Victim Cache'],['Victim Cache'],1261560,music,$4.99,0,0,"Apr 18, 2020",[],,"['windows', 'mac', 'linux']"
Motion Of The Heart,"['Mint Tea', 'Stakhanov G Inc.']",['КиКо'],1261570,game,$0.49,44,22,"Apr 2, 2020",['Casual'],"Casual, Visual Novel, Short, Relaxing, Choose Your Own Adventure, Fast-Paced",['windows']
Creature in the Well Soundtrack + Art Book,['Flight School Studio'],"['Flight School Studio', 'MWM Interactive']",1261600,music,$7.99,0,0,"Mar 31, 2020",[],,"['windows', 'mac', 'linux']"
Mindframe: The Secret Design Collector's Edition,['Mad Head Games'],['Big Fish Games'],1261630,game,$9.99,6,0,"Mar 6, 2020","['Adventure', 'Casual']","Adventure, Casual, Hidden Object, Mystery, Point & Click",['windows']
Fill all,['Laush Dmitriy Sergeevich'],['Laush Studio'],1261640,game,$2.99,30,2,"May 1, 2020","['Casual', 'Indie']","Casual, Indie, Puzzle, Atmospheric, Logic, Relaxing, Singleplayer, Fast-Paced, Early Access, Replay Value, Education, Arcade, Exploration, Character Action Game, Horror, 3D Platformer, Turn-Based Tactics, Choose Your Own Adventure, 3D, Top-Down",['windows']
Berry mayhem,['Kedexa'],['Kedexa'],1261650,game,$5.99,0,7,"Mar 19, 2020","['Casual', 'Indie']","Indie, Casual, Match 3, Singleplayer, Logic",['windows']
Flatland: Prologue,['kyuu Fujisaki'],['Minimol Games'],1261660,game,$0.99,40,5,"Mar 31, 2020",['Indie'],"Difficult, Precision Platformer, Side Scroller, 2D Platformer, Puzzle-Platformer, Unforgiving, Platformer, Stealth, Arcade, 2D, Action, Minimalist, Physics, Adventure, Retro, Singleplayer, Short, Episodic, Indie, Fast-Paced",['windows']
Poker Hands,['Minimol Games'],['Minimol Games'],1261670,game,$0.99,31,14,"Mar 26, 2020",['Casual'],"Casual, Trading Card Game, Card Battler, Puzzle, Match 3, Solitaire, Tabletop, Card Game, Relaxing, Cute, Cartoony, Colorful, Stylized, Medieval, Cartoon, Abstract, 2D, Minimalist, Singleplayer, Short","['windows', 'mac']"
Fantasy Grounds - Pathfinder 2 RPG - Extinction Curse AP 2: Legacy of the Lost God,"['SmiteWorks USA, LLC']",,1261680,dlc,$24.99,0,0,"Mar 10, 2020","['Indie', 'RPG', 'Strategy']",,"['windows', 'mac']"
The Legend of Heroes: Trails of Cold Steel III  - Angel Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1261690,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Advanced Medicine Set 1,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1261691,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
"The Legend of Heroes: Trails of Cold Steel III  - Altina's ""Kitty Noir"" Costume","['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1261692,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Advanced Medicine Set 2,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1261693,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
Knight's Retreat,['Minimol Games'],['Minimol Games'],1261700,game,$2.99,89,8,"Aug 6, 2020",['Casual'],"Puzzle, Chess, Minimalist, Relaxing, Tabletop, Casual, Indie, Abstract, Stylized, Colorful, Medieval, Atmospheric, Family Friendly, Cartoony, Short, Difficult, Singleplayer, Grid-Based Movement, Great Soundtrack, Beautiful","['windows', 'mac']"
The Legend of Heroes: Trails of Cold Steel III  - Free Sample Set A,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1261713,dlc,$0.00,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Free Sample Set B,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1261714,dlc,$0.00,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Faculty Swimsuit Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1261715,dlc,$0.00,0,0,"Mar 23, 2020",['RPG'],,['windows']
Fantasy Memory Card Game - Expansion Pack 3,['Memory Card Game'],,1260900,dlc,$0.49,0,0,"Mar 13, 2020","['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",,['windows']
Demelia's Isle,['Stefounix'],['Stefounix'],1260910,game,$11.99,6,3,"Oct 9, 2020","['Adventure', 'Indie', 'RPG', 'Early Access']","Adventure, RPG, Indie, Casual, Action RPG, Third Person, Fantasy, CRPG, Medieval, Early Access, Atmospheric, PvE, Character Customization, Co-op, Online Co-Op, Singleplayer, Multiplayer",['windows']
Spirit of Adventure,['Attic Entertainment Software'],['Unique Games'],1260920,game,$8.99,3,3,"Feb 7, 2022","['Action', 'Adventure', 'RPG']","Adventure, RPG, Action, Dungeon Crawler, 2.5D, Action RPG, Party-Based RPG, Strategy RPG, Exploration, Hack and Slash, Tactical RPG, 2D, First-Person, Minimalist, Pixel Graphics, 1990's, Fantasy, Historical, Retro, Survival",['windows']
Keep the Balance,"['Item Multimedia, Ltd.']",['UniqueGames Publishing GmbH'],1260930,game,$5.99,1,2,"May 27, 2020",['Casual'],"Casual, Puzzle, Logic, Minigames, Classic, Puzzle-Platformer, Cult Classic",['windows']
Core Decay,"['Ivar Hill', 'Slipgate Ironworks™']",['3D Realms'],1260940,game,$0.00,0,0,Coming Soon,"['Action', 'RPG']",,"['windows', 'linux']"
Kairos'Light,"['Manon Carrier', 'Jean-marc Vanbalberghe', 'Arnaud Vanbalberghe']","[""Assoc. Let's Develop Change""]",1260960,game,$0.00,97,5,"May 29, 2020","['Free To Play', 'Indie', 'Simulation']","Free to Play, Simulation, Indie, Multiple Endings, Life Sim, Time Management, 2D, Management, Relaxing, Funny, Singleplayer, Replay Value, Adventure, Point & Click, Time Travel, Hidden Object, Colorful, Hand-drawn, Survival, Mystery",['windows']
Subdivided,['Digital Boxcar'],['Digital Boxcar'],1260970,game,$0.00,0,0,Coming Soon,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",,['windows']
Escape From Durka,['BATYA ELKINA'],['Kavkaz Sila Games'],1260980,game,$0.00,0,0,Coming Soon,['Simulation'],,['windows']
Spoon Simulator 2020,['Spoon'],['Kavkaz Sila Games'],1261000,game,$0.00,0,0,Coming Soon,['Simulation'],,['windows']
NEAVE,['Patrick Sweeney'],['Patrick Sweeney'],1261010,game,$1.99,24,9,"Apr 29, 2020","['Action', 'Casual', 'Indie']","Indie, Casual, Action, Parkour, 3D Platformer, First-Person, Platformer, Singleplayer, Short, Great Soundtrack, Fast-Paced, Relaxing, Competitive, Beautiful, Atmospheric, 3D, Colorful, Controller, Difficult, Precision Platformer","['windows', 'mac', 'linux']"
Edge of Dreams,['StoneBlade'],['StoneBlade'],1261020,game,$14.99,23,1,"Jun 8, 2020","['Action', 'Adventure', 'Early Access']","Action, Adventure, Early Access, Violent, Sci-fi, FPS, Shooter, Difficult, Rogue-like, Bullet Hell",['windows']
Streamer Life Simulator,['Cheesecake Dev'],['Cheesecake Dev'],1261040,game,$3.99,5765,1711,"Aug 21, 2020","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']","Simulation, Life Sim, Casual, Nudity, Singleplayer, Sexual Content, Indie, Adventure, Open World, First-Person, Strategy, Realistic, Funny, Hacking, Multiplayer, Immersive Sim, Action, Walking Simulator, Sandbox, Replay Value",['windows']
Pillars of Dust OST,['Retreaux Games'],['Something Classic Games'],1261050,music,$3.99,0,0,"Apr 1, 2020",[],,"['windows', 'mac', 'linux']"
Cosmic Journey PC Live Wallpaper,['3dm_live_wallpapers'],['3dm_live_wallpapers'],1261060,game,$0.99,35,14,"Mar 23, 2020","['Design & Illustration', 'Utilities']","Design & Illustration, Utilities, Simulation, Space, Atmospheric, Beautiful, Software, Experimental, Space Sim",['windows']
